event_id,timestamp,user_id,device_id,os,model,ip_address,city,country,lat,lon,event_type,status_code
evt_000338,2025-06-10T14:10:10Z,usr_MULE_2103,farm_032a625741,iOS 18.0,OPPO A78,45.83.12.31,Manila,PH,14.6341,120.9602,transfer,200
evt_000339,2025-06-10T14:12:00Z,usr_MULE_2104,farm_032a625741,Android 12,SM-G991B,45.83.12.245,Manila,PH,14.6177,121.0196,device_bind,200
evt_000340,2025-06-10T14:12:20Z,usr_MULE_2104,farm_032a625741,Android 14,Pixel 8,45.83.12.206,Manila,PH,14.5828,120.9996,kyc_check,200
evt_000341,2025-06-10T14:12:45Z,usr_MULE_2104,farm_032a625741,iOS 18.0,Pixel 8,45.83.12.37,Manila,PH,14.6102,120.9636,top_up,200
evt_000342,2025-06-10T14:13:10Z,usr_MULE_2104,farm_032a625741,Android 14,vivo Y36,45.83.12.204,Manila,PH,14.5897,120.9801,transfer,200
evt_000343,2025-06-10T14:17:00Z,usr_MULE_2105,farm_032a625741,Android 12,vivo Y36,45.83.12.138,Manila,PH,14.6,121.0178,device_bind,200
evt_000344,2025-06-10T14:17:20Z,usr_MULE_2105,farm_032a625741,iOS 18.0,SM-G991B,45.83.12.204,Manila,PH,14.637,121.0003,kyc_check,200
evt_000345,2025-06-10T14:17:45Z,usr_MULE_2105,farm_032a625741,Android 12,SM-A536E,45.83.12.29,Manila,PH,14.621,120.9968,top_up,200
evt_000059,2025-06-10T14:18:00Z,usr_1009,dev_2e4c3cc23e,Android 14,Pixel 8,102.42.169.158,Jakarta,ID,-6.1808,106.8114,login,200
evt_000346,2025-06-10T14:18:10Z,usr_MULE_2105,farm_032a625741,iOS 17.4,"iPhone14,3",45.83.12.167,Manila,PH,14.6085,120.9893,transfer,200
evt_000060,2025-06-10T14:20:00Z,usr_1009,dev_2e4c3cc23e,iOS 18.0,Pixel 8,102.42.169.104,Jakarta,ID,-6.2293,106.8581,transfer,200
evt_000347,2025-06-10T14:22:00Z,usr_MULE_2106,farm_032a625741,iOS 17.4,vivo Y36,45.83.12.29,Manila,PH,14.5603,120.9649,device_bind,200
evt_000348,2025-06-10T14:22:20Z,usr_MULE_2106,farm_032a625741,Android 12,"iPhone15,2",45.83.12.116,Manila,PH,14.5894,120.9812,kyc_check,403
evt_000349,2025-06-10T14:22:45Z,usr_MULE_2106,farm_032a625741,Android 12,"iPhone14,3",45.83.12.90,Manila,PH,14.6393,120.9828,top_up,200
evt_000350,2025-06-10T14:23:10Z,usr_MULE_2106,farm_032a625741,iOS 17.4,vivo Y36,45.83.12.237,Manila,PH,14.6364,120.9535,transfer,200
evt_000294,2025-06-10T14:24:00Z,usr_1036,dev_e345b66df5,iOS 17.4,vivo Y36,109.14.163.203,Singapore,SG,1.3541,103.8355,login,200
evt_000351,2025-06-10T14:25:00Z,usr_MULE_2107,farm_032a625741,iOS 17.4,Redmi Note 12,45.83.12.89,Manila,PH,14.5959,120.9607,device_bind,200
evt_000352,2025-06-10T14:25:20Z,usr_MULE_2107,farm_032a625741,iOS 18.0,OPPO A78,45.83.12.123,Manila,PH,14.5673,121.002,kyc_check,200
evt_000353,2025-06-10T14:25:45Z,usr_MULE_2107,farm_032a625741,iOS 18.0,OPPO A78,45.83.12.19,Manila,PH,14.5835,121.009,top_up,200
evt_000354,2025-06-10T14:26:10Z,usr_MULE_2107,farm_032a625741,Android 13,SM-G991B,45.83.12.219,Manila,PH,14.5869,120.9529,transfer,200
evt_000295,2025-06-10T14:27:00Z,usr_1036,dev_e345b66df5,Android 14,Pixel 8,109.14.163.63,Singapore,SG,1.38,103.8039,top_up,200
evt_000355,2025-06-10T14:28:00Z,usr_MULE_2108,farm_032a625741,Android 14,"iPhone14,3",45.83.12.143,Manila,PH,14.5723,120.989,device_bind,200
evt_000356,2025-06-10T14:28:20Z,usr_MULE_2108,farm_032a625741,iOS 18.0,"iPhone15,2",45.83.12.206,Manila,PH,14.5919,120.959,kyc_check,200
evt_000357,2025-06-10T14:28:45Z,usr_MULE_2108,farm_032a625741,iOS 18.0,vivo Y36,45.83.12.9,Manila,PH,14.6185,121.0148,top_up,200
evt_000358,2025-06-10T14:29:10Z,usr_MULE_2108,farm_032a625741,iOS 18.0,vivo Y36,45.83.12.101,Manila,PH,14.5599,120.9614,transfer,200
evt_000359,2025-06-10T14:32:00Z,usr_MULE_2109,farm_032a625741,Android 13,SM-A536E,45.83.12.206,Manila,PH,14.6293,120.9592,device_bind,200
evt_000360,2025-06-10T14:32:20Z,usr_MULE_2109,farm_032a625741,iOS 17.4,"iPhone15,2",45.83.12.119,Manila,PH,14.5686,120.9979,kyc_check,200
evt_000361,2025-06-10T14:32:45Z,usr_MULE_2109,farm_032a625741,iOS 18.0,OPPO A78,45.83.12.154,Manila,PH,14.5906,120.9756,top_up,200
evt_000362,2025-06-10T14:33:10Z,usr_MULE_2109,farm_032a625741,Android 13,OPPO A78,45.83.12.92,Manila,PH,14.6271,120.9936,transfer,200
evt_000363,2025-06-10T14:36:00Z,usr_MULE_2110,farm_032a625741,Android 12,SM-A536E,45.83.12.174,Manila,PH,14.5702,120.9536,device_bind,200
evt_000364,2025-06-10T14:36:20Z,usr_MULE_2110,farm_032a625741,iOS 17.4,SM-A536E,45.83.12.48,Manila,PH,14.5894,120.9555,kyc_check,200
evt_000365,2025-06-10T14:36:45Z,usr_MULE_2110,farm_032a625741,iOS 18.0,vivo Y36,45.83.12.154,Manila,PH,14.5705,120.9749,top_up,200
evt_000366,2025-06-10T14:37:10Z,usr_MULE_2110,farm_032a625741,Android 14,Pixel 8,45.83.12.164,Manila,PH,14.6025,121.0177,transfer,200
evt_000367,2025-06-10T14:39:00Z,usr_MULE_2111,farm_032a625741,Android 12,"iPhone14,3",45.83.12.127,Manila,PH,14.5826,120.9592,device_bind,200
evt_000368,2025-06-10T14:39:20Z,usr_MULE_2111,farm_032a625741,iOS 18.0,SM-G991B,45.83.12.223,Manila,PH,14.5882,120.945,kyc_check,200
evt_000369,2025-06-10T14:39:45Z,usr_MULE_2111,farm_032a625741,Android 14,"iPhone15,2",45.83.12.210,Manila,PH,14.5902,120.9891,top_up,200
evt_000370,2025-06-10T14:40:10Z,usr_MULE_2111,farm_032a625741,iOS 18.0,vivo Y36,45.83.12.177,Manila,PH,14.5988,121.001,transfer,200
evt_000132,2025-06-10T14:41:00Z,usr_1018,dev_73e605131f,Android 12,Pixel 8,109.1.23.215,Manila,PH,14.6318,120.9671,login,200
evt_000371,2025-06-10T14:44:00Z,usr_MULE_2112,farm_032a625741,iOS 18.0,"iPhone14,3",45.83.12.23,Manila,PH,14.6047,121.0079,device_bind,200
evt_000372,2025-06-10T14:44:20Z,usr_MULE_2112,farm_032a625741,Android 14,Redmi Note 12,45.83.12.10,Manila,PH,14.5815,120.9872,kyc_check,403
evt_000373,2025-06-10T14:44:45Z,usr_MULE_2112,farm_032a625741,Android 14,Pixel 8,45.83.12.146,Manila,PH,14.6189,121.0055,top_up,200
evt_000374,2025-06-10T14:45:10Z,usr_MULE_2112,farm_032a625741,Android 12,SM-A536E,45.83.12.148,Manila,PH,14.5686,121.0062,transfer,200
evt_000375,2025-06-10T14:48:00Z,usr_MULE_2113,farm_032a625741,Android 12,SM-G991B,45.83.12.196,Manila,PH,14.617,120.9879,device_bind,200
evt_000376,2025-06-10T14:48:20Z,usr_MULE_2113,farm_032a625741,iOS 18.0,SM-A536E,45.83.12.190,Manila,PH,14.6259,121.0043,kyc_check,200
evt_000377,2025-06-10T14:48:45Z,usr_MULE_2113,farm_032a625741,iOS 17.4,SM-G991B,45.83.12.117,Manila,PH,14.5805,121.0132,top_up,200
evt_000378,2025-06-10T14:49:10Z,usr_MULE_2113,farm_032a625741,Android 13,Pixel 8,45.83.12.223,Manila,PH,14.639,121.0063,transfer,200
evt_000379,2025-06-10T14:51:00Z,usr_MULE_2114,farm_032a625741,Android 14,OPPO A78,45.83.12.222,Manila,PH,14.6164,120.9948,device_bind,200
evt_000380,2025-06-10T14:51:20Z,usr_MULE_2114,farm_032a625741,Android 14,"iPhone14,3",45.83.12.202,Manila,PH,14.576,120.9608,kyc_check,200
evt_000381,2025-06-10T14:51:45Z,usr_MULE_2114,farm_032a625741,Android 13,OPPO A78,45.83.12.138,Manila,PH,14.582,120.9873,top_up,200
evt_000382,2025-06-10T14:52:10Z,usr_MULE_2114,farm_032a625741,iOS 17.4,Redmi Note 12,45.83.12.76,Manila,PH,14.6053,121.0204,transfer,200
evt_000383,2025-06-10T14:53:00Z,usr_MULE_2115,farm_032a625741,Android 14,vivo Y36,45.83.12.237,Manila,PH,14.5642,120.9664,device_bind,200
evt_000384,2025-06-10T14:53:20Z,usr_MULE_2115,farm_032a625741,Android 14,"iPhone14,3",45.83.12.65,Manila,PH,14.5712,120.97,kyc_check,200
evt_000385,2025-06-10T14:53:45Z,usr_MULE_2115,farm_032a625741,Android 14,vivo Y36,45.83.12.127,Manila,PH,14.5709,120.9948,top_up,200
evt_000386,2025-06-10T14:54:10Z,usr_MULE_2115,farm_032a625741,iOS 18.0,vivo Y36,45.83.12.117,Manila,PH,14.5655,121.0078,transfer,200
evt_000263,2025-06-10T14:55:00Z,usr_1033,dev_bf3b9ebeec,Android 12,"iPhone15,2",104.6.122.165,Bangkok,TH,13.7349,100.4698,login,200
evt_000387,2025-06-10T14:55:00Z,usr_MULE_2116,farm_032a625741,iOS 18.0,Redmi Note 12,45.83.12.179,Manila,PH,14.6344,120.9737,device_bind,200
evt_000388,2025-06-10T14:55:20Z,usr_MULE_2116,farm_032a625741,iOS 18.0,OPPO A78,45.83.12.150,Manila,PH,14.5597,121.0061,kyc_check,200
evt_000389,2025-06-10T14:55:45Z,usr_MULE_2116,farm_032a625741,Android 13,Pixel 8,45.83.12.164,Manila,PH,14.6126,120.9729,top_up,200
evt_000390,2025-06-10T14:56:10Z,usr_MULE_2116,farm_032a625741,Android 13,vivo Y36,45.83.12.57,Manila,PH,14.637,121.0102,transfer,200
evt_000264,2025-06-10T14:59:00Z,usr_1033,dev_bf3b9ebeec,Android 14,SM-G991B,104.6.122.248,Bangkok,TH,13.7603,100.5361,transaction,200
evt_000391,2025-06-10T15:00:00Z,usr_MULE_2117,farm_032a625741,iOS 17.4,OPPO A78,45.83.12.214,Manila,PH,14.5822,120.988,device_bind,200
evt_000392,2025-06-10T15:00:20Z,usr_MULE_2117,farm_032a625741,Android 14,Pixel 8,45.83.12.203,Manila,PH,14.587,120.9988,kyc_check,200
evt_000393,2025-06-10T15:00:45Z,usr_MULE_2117,farm_032a625741,Android 13,SM-G991B,45.83.12.27,Manila,PH,14.6096,121.0111,top_up,200
evt_000394,2025-06-10T15:01:10Z,usr_MULE_2117,farm_032a625741,Android 13,SM-A536E,45.83.12.239,Manila,PH,14.6281,120.9795,transfer,200
evt_000395,2025-06-10T15:02:00Z,usr_MULE_2118,farm_032a625741,iOS 18.0,"iPhone15,2",45.83.12.178,Manila,PH,14.6323,121.0148,device_bind,200
evt_000396,2025-06-10T15:02:20Z,usr_MULE_2118,farm_032a625741,iOS 17.4,"iPhone14,3",45.83.12.225,Manila,PH,14.6341,120.9661,kyc_check,403
evt_000397,2025-06-10T15:02:45Z,usr_MULE_2118,farm_032a625741,iOS 17.4,Redmi Note 12,45.83.12.23,Manila,PH,14.5892,121.0165,top_up,200
evt_000398,2025-06-10T15:03:10Z,usr_MULE_2118,farm_032a625741,Android 14,SM-G991B,45.83.12.103,Manila,PH,14.6095,121.0023,transfer,200
evt_000399,2025-06-10T15:05:00Z,usr_MULE_2119,farm_032a625741,iOS 18.0,SM-A536E,45.83.12.182,Manila,PH,14.5671,120.9613,device_bind,200
evt_000400,2025-06-10T15:05:20Z,usr_MULE_2119,farm_032a625741,Android 13,"iPhone14,3",45.83.12.153,Manila,PH,14.5776,120.9986,kyc_check,200
evt_000401,2025-06-10T15:05:45Z,usr_MULE_2119,farm_032a625741,Android 13,SM-G991B,45.83.12.180,Manila,PH,14.587,120.9538,top_up,200
evt_000402,2025-06-10T15:06:10Z,usr_MULE_2119,farm_032a625741,iOS 18.0,"iPhone14,3",45.83.12.124,Manila,PH,14.5652,120.9748,transfer,200
evt_000403,2025-06-10T15:07:00Z,usr_MULE_2120,farm_032a625741,Android 13,OPPO A78,45.83.12.96,Manila,PH,14.63,120.9552,device_bind,200
evt_000404,2025-06-10T15:07:20Z,usr_MULE_2120,farm_032a625741,Android 14,"iPhone14,3",45.83.12.19,Manila,PH,14.6019,120.9449,kyc_check,200
evt_000405,2025-06-10T15:07:45Z,usr_MULE_2120,farm_032a625741,Android 14,Pixel 8,45.83.12.91,Manila,PH,14.6173,120.9944,top_up,200
evt_000187,2025-06-10T15:08:00Z,usr_1024,dev_0a68273a94,iOS 17.4,SM-A536E,110.45.43.86,Manila,PH,14.5671,120.9985,login,200
evt_000406,2025-06-10T15:08:10Z,usr_MULE_2120,farm_032a625741,Android 14,vivo Y36,45.83.12.159,Manila,PH,14.6144,121.013,transfer,200
evt_000407,2025-06-10T15:09:00Z,usr_MULE_2121,farm_032a625741,Android 13,"iPhone14,3",45.83.12.194,Manila,PH,14.5694,121.0026,device_bind,200
evt_000408,2025-06-10T15:09:20Z,usr_MULE_2121,farm_032a625741,iOS 17.4,vivo Y36,45.83.12.82,Manila,PH,14.6228,120.964,kyc_check,200
evt_000409,2025-06-10T15:09:45Z,usr_MULE_2121,farm_032a625741,Android 13,"iPhone15,2",45.83.12.143,Manila,PH,14.6076,121.0019,top_up,200
evt_000188,2025-06-10T15:10:00Z,usr_1024,dev_0a68273a94,Android 13,"iPhone14,3",110.45.43.236,Manila,PH,14.5875,121.0216,top_up,200
evt_000410,2025-06-10T15:10:10Z,usr_MULE_2121,farm_032a625741,iOS 17.4,SM-G991B,45.83.12.219,Manila,PH,14.6273,121.0143,transfer,200
evt_000125,2025-06-10T15:39:00Z,usr_1018,dev_73e605131f,iOS 17.4,OPPO A78,109.1.23.97,Manila,PH,14.594,120.9637,login,200
evt_000126,2025-06-10T15:41:00Z,usr_1018,dev_73e605131f,Android 14,SM-A536E,109.1.23.158,Manila,PH,14.6292,120.9938,transaction,200
evt_000218,2025-06-10T15:49:00Z,usr_1028,dev_4ec6b4d9e0,Android 13,vivo Y36,114.24.173.95,Manila,PH,14.6005,121.0042,login,200
evt_000219,2025-06-10T15:50:00Z,usr_1028,dev_4ec6b4d9e0,Android 12,Pixel 8,114.24.173.10,Manila,PH,14.5696,120.9631,transaction,200
evt_000029,2025-06-10T16:00:00Z,usr_1005,dev_a1e1ffc4cb,Android 14,vivo Y36,113.22.216.2,Jakarta,ID,-6.17,106.8268,login,200
evt_000032,2025-06-10T16:19:00Z,usr_1005,dev_a1e1ffc4cb,iOS 17.4,SM-G991B,113.22.216.14,Jakarta,ID,-6.2021,106.8458,login,200
evt_000152,2025-06-10T16:40:00Z,usr_1020,dev_5a5de62fe4,iOS 18.0,Pixel 8,111.42.214.201,Jakarta,ID,-6.2198,106.8531,login,200
evt_000153,2025-06-10T16:42:00Z,usr_1020,dev_5a5de62fe4,Android 13,Redmi Note 12,111.42.214.119,Jakarta,ID,-6.1973,106.8081,transfer,200
evt_000023,2025-06-10T17:12:00Z,usr_1004,dev_aebb3ba8ea,Android 13,OPPO A78,107.36.40.20,Kuala Lumpur,MY,3.1401,101.6692,login,200
evt_000024,2025-06-10T17:14:00Z,usr_1004,dev_aebb3ba8ea,Android 12,Pixel 8,107.36.40.64,Kuala Lumpur,MY,3.1618,101.7115,transfer,200
evt_000033,2025-06-10T17:16:00Z,usr_1006,dev_889f8614c7,Android 14,vivo Y36,116.5.95.32,Jakarta,ID,-6.1735,106.8512,login,200
evt_000034,2025-06-10T17:17:00Z,usr_1006,dev_889f8614c7,Android 13,vivo Y36,116.5.95.170,Jakarta,ID,-6.2021,106.8474,transfer,200
evt_000099,2025-06-10T17:43:00Z,usr_1014,dev_1a9d3948e4,Android 14,Redmi Note 12,108.42.41.203,Jakarta,ID,-6.1855,106.8528,login,200
evt_000283,2025-06-10T17:58:00Z,usr_1035,dev_4ee43d62e1,Android 13,vivo Y36,116.28.28.90,Manila,PH,14.6155,120.9875,login,200
evt_000284,2025-06-10T17:59:00Z,usr_1035,dev_4ee43d62e1,Android 13,Redmi Note 12,116.28.28.106,Manila,PH,14.5739,120.955,top_up,200
evt_000279,2025-06-10T18:39:00Z,usr_1034,dev_393f8fc272,Android 12,SM-A536E,105.0.172.17,Manila,PH,14.6258,121.0164,login,200
evt_000280,2025-06-10T18:41:00Z,usr_1034,dev_393f8fc272,iOS 17.4,Pixel 8,105.0.172.31,Manila,PH,14.6139,121.0016,transaction,200
evt_000319,2025-06-10T18:42:00Z,usr_1040,dev_ca9fb0711f,Android 12,OPPO A78,105.20.8.15,Bangkok,TH,13.7241,100.4804,login,200
evt_000320,2025-06-10T18:46:00Z,usr_1040,dev_ca9fb0711f,Android 13,Redmi Note 12,105.20.8.202,Bangkok,TH,13.7957,100.501,top_up,200
evt_000235,2025-06-10T19:05:00Z,usr_1030,dev_99fe967c87,Android 13,Redmi Note 12,102.19.203.168,Bangkok,TH,13.7332,100.5076,login,200
evt_000236,2025-06-10T19:06:00Z,usr_1030,dev_99fe967c87,Android 12,Redmi Note 12,102.19.203.166,Bangkok,TH,13.7928,100.5004,top_up,200
evt_000167,2025-06-10T19:35:00Z,usr_1022,dev_2d2c322304,Android 13,"iPhone14,3",120.1.46.42,Singapore,SG,1.3725,103.7838,login,200
evt_000168,2025-06-10T19:39:00Z,usr_1022,dev_2d2c322304,iOS 18.0,Pixel 8,120.1.46.157,Singapore,SG,1.3475,103.8017,transfer,200
evt_000082,2025-06-10T19:49:00Z,usr_1012,dev_45ff3a9d72,iOS 17.4,Pixel 8,103.27.185.64,Manila,PH,14.6195,120.9898,login,200
evt_000083,2025-06-10T19:52:00Z,usr_1012,dev_45ff3a9d72,iOS 18.0,OPPO A78,103.27.185.48,Manila,PH,14.5985,120.9726,transaction,200
evt_000183,2025-06-10T20:19:00Z,usr_1023,dev_822c334e94,Android 12,vivo Y36,116.32.99.120,Bangkok,TH,13.7627,100.5381,login,200
evt_000041,2025-06-10T20:36:00Z,usr_1007,dev_5813c7b431,iOS 18.0,Redmi Note 12,105.28.154.13,Jakarta,ID,-6.2485,106.8673,login,200
evt_000042,2025-06-10T20:39:00Z,usr_1007,dev_5813c7b431,iOS 18.0,vivo Y36,105.28.154.145,Jakarta,ID,-6.248,106.8116,transaction,200
evt_000313,2025-06-10T20:45:00Z,usr_1039,dev_39f7398c2d,iOS 18.0,vivo Y36,107.19.41.98,Bangkok,TH,13.7605,100.4663,login,200
evt_000314,2025-06-10T20:47:00Z,usr_1039,dev_39f7398c2d,iOS 18.0,vivo Y36,107.19.41.167,Bangkok,TH,13.7791,100.5071,transaction,200
evt_000315,2025-06-10T21:01:00Z,usr_1039,dev_39f7398c2d,Android 12,SM-G991B,107.19.41.60,Bangkok,TH,13.7332,100.5312,login,200
evt_000037,2025-06-10T21:39:00Z,usr_1006,dev_889f8614c7,Android 13,"iPhone15,2",116.5.95.131,Jakarta,ID,-6.2276,106.8803,login,200
